Comment,Sentiment,tokens,filtered_tokens,processed_text
வாழ்த்துக்கள்,1,['வாழ்த்துக்கள்'],['வாழ்த்துக்கள்'],வாழ்த்துக்கள்
தங்கள் நீ ண்ட நாள் வாழ இறைவநீ டம் வேண்டுகிறேன்,1,"['தங்கள்', 'நீ', 'ண்ட', 'நாள்', 'வாழ', 'இறைவநீ', 'டம்', 'வேண்டுகிறேன்']","['தங்கள்', 'நீ', 'ண்ட', 'நாள்', 'வாழ', 'இறைவநீ', 'டம்', 'வேண்டுகிறேன்']",தங்கள் நீ ண்ட நாள் வாழ இறைவநீ டம் வேண்டுகிறேன்
எனக்கு இவர் மனைவியை பார்க்க வேண்டும் என்று இருந்திருக்கிறது,0,"['எனக்கு', 'இவர்', 'மனைவியை', 'பார்க்க', 'வேண்டும்', 'என்று', 'இருந்திருக்கிறது']","['எனக்கு', 'இவர்', 'மனைவியை', 'பார்க்க', 'வேண்டும்', 'இருந்திருக்கிறது']",எனக்கு இவர் மனைவியை பார்க்க வேண்டும் இருந்திருக்கிறது
மனைவி அமைவதெல்லாம் இறைவன் கொடுத்த வரம்,1,"['மனைவி', 'அமைவதெல்லாம்', 'இறைவன்', 'கொடுத்த', 'வரம்']","['மனைவி', 'அமைவதெல்லாம்', 'இறைவன்', 'கொடுத்த', 'வரம்']",மனைவி அமைவதெல்லாம் இறைவன் கொடுத்த வரம்
இது போன்ற வீடியோக்களைப் பார்த்து ஆகி இன்று காலை உணவு இந்த கடைக்குச் சாப்பிடச் சென்றேன் இட்லி பொங்கல் வடை சாம்பார் சட்னி அனைத்தும் படு மோசம் பூரி சற்று பரவாயில்லை உண்மையச் சொல்றேன் தயவுசெய்து போகாதீங்க ஏமாறாதீங்க,-1,"['இது', 'போன்ற', 'வீடியோக்களைப்', 'பார்த்து', 'ஆகி', 'இன்று', 'காலை', 'உணவு', 'இந்த', 'கடைக்குச்', 'சாப்பிடச்', 'சென்றேன்', 'இட்லி', 'பொங்கல்', 'வடை', 'சாம்பார்', 'சட்னி', 'அனைத்தும்', 'படு', 'மோசம்', 'பூரி', 'சற்று', 'பரவாயில்லை', 'உண்மையச்', 'சொல்றேன்', 'தயவுசெய்து', 'போகாதீங்க', 'ஏமாறாதீங்க']","['போன்ற', 'வீடியோக்களைப்', 'பார்த்து', 'ஆகி', 'இன்று', 'காலை', 'உணவு', 'இந்த', 'கடைக்குச்', 'சாப்பிடச்', 'சென்றேன்', 'இட்லி', 'பொங்கல்', 'வடை', 'சாம்பார்', 'சட்னி', 'அனைத்தும்', 'படு', 'மோசம்', 'பூரி', 'சற்று', 'பரவாயில்லை', 'உண்மையச்', 'சொல்றேன்', 'தயவுசெய்து', 'போகாதீங்க', 'ஏமாறாதீங்க']",போன்ற வீடியோக்களைப் பார்த்து ஆகி இன்று காலை உணவு இந்த கடைக்குச் சாப்பிடச் சென்றேன் இட்லி பொங்கல் வடை சாம்பார் சட்னி அனைத்தும் படு மோசம் பூரி சற்று பரவாயில்லை உண்மையச் சொல்றேன் தயவுசெய்து போகாதீங்க ஏமாறாதீங்க
நானும் ஒரு நாள் ரயில்வே ஸ்டேஷனி லிருந்து நடந்து போனேன் என் நேரம் கடை பூட்டியிருந்தது கண் அறுவை சிகிச் ச்சை காரணமாக கடை லீவுனு எழுதிருந்தது,-1,"['நானும்', 'ஒரு', 'நாள்', 'ரயில்வே', 'ஸ்டேஷனி', 'லிருந்து', 'நடந்து', 'போனேன்', 'என்', 'நேரம்', 'கடை', 'பூட்டியிருந்தது', 'கண்', 'அறுவை', 'சிகிச்', 'ச்சை', 'காரணமாக', 'கடை', 'லீவுனு', 'எழுதிருந்தது']","['நானும்', 'நாள்', 'ரயில்வே', 'ஸ்டேஷனி', 'லிருந்து', 'நடந்து', 'போனேன்', 'நேரம்', 'கடை', 'பூட்டியிருந்தது', 'கண்', 'அறுவை', 'சிகிச்', 'ச்சை', 'காரணமாக', 'கடை', 'லீவுனு', 'எழுதிருந்தது']",நானும் நாள் ரயில்வே ஸ்டேஷனி லிருந்து நடந்து போனேன் நேரம் கடை பூட்டியிருந்தது கண் அறுவை சிகிச் ச்சை காரணமாக கடை லீவுனு எழுதிருந்தது
காரணம் எழுதி கடை மூடியது உங்கள் வாடிக்கையாளர்கள் மீது உள்ள அக்கறையை காட்டுகிறது,0,"['காரணம்', 'எழுதி', 'கடை', 'மூடியது', 'உங்கள்', 'வாடிக்கையாளர்கள்', 'மீது', 'உள்ள', 'அக்கறையை', 'காட்டுகிறது']","['காரணம்', 'எழுதி', 'கடை', 'மூடியது', 'உங்கள்', 'வாடிக்கையாளர்கள்', 'மீது', 'உள்ள', 'அக்கறையை', 'காட்டுகிறது']",காரணம் எழுதி கடை மூடியது உங்கள் வாடிக்கையாளர்கள் மீது உள்ள அக்கறையை காட்டுகிறது
மீனாட்சியை வழிபட மதுரை வந்தால் கண்டிப்பா உங்க உணவகத்தில் கண்டிப்பாக சாப்பிடுவேன்,1,"['மீனாட்சியை', 'வழிபட', 'மதுரை', 'வந்தால்', 'கண்டிப்பா', 'உங்க', 'உணவகத்தில்', 'கண்டிப்பாக', 'சாப்பிடுவேன்']","['மீனாட்சியை', 'வழிபட', 'மதுரை', 'வந்தால்', 'கண்டிப்பா', 'உங்க', 'உணவகத்தில்', 'கண்டிப்பாக', 'சாப்பிடுவேன்']",மீனாட்சியை வழிபட மதுரை வந்தால் கண்டிப்பா உங்க உணவகத்தில் கண்டிப்பாக சாப்பிடுவேன்
ஐயா நீங்க பேசிய ஒவ்வொரு வார்த்தைகளையும் உண்மையுள்ளது ஐயா,-1,"['ஐயா', 'நீங்க', 'பேசிய', 'ஒவ்வொரு', 'வார்த்தைகளையும்', 'உண்மையுள்ளது', 'ஐயா']","['ஐயா', 'நீங்க', 'பேசிய', 'ஒவ்வொரு', 'வார்த்தைகளையும்', 'உண்மையுள்ளது', 'ஐயா']",ஐயா நீங்க பேசிய ஒவ்வொரு வார்த்தைகளையும் உண்மையுள்ளது ஐயா
காசு கொடுத்தா எல்லாமே கிடைக்கும் ஆனால் அன்புக்காக தன் வரங்க,-1,"['காசு', 'கொடுத்தா', 'எல்லாமே', 'கிடைக்கும்', 'ஆனால்', 'அன்புக்காக', 'தன்', 'வரங்க']","['காசு', 'கொடுத்தா', 'எல்லாமே', 'கிடைக்கும்', 'ஆனால்', 'அன்புக்காக', 'தன்', 'வரங்க']",காசு கொடுத்தா எல்லாமே கிடைக்கும் ஆனால் அன்புக்காக தன் வரங்க
உண்மையில் மீனாட்சி அம்மன் தான் அந்த அம்மா,-1,"['உண்மையில்', 'மீனாட்சி', 'அம்மன்', 'தான்', 'அந்த', 'அம்மா']","['உண்மையில்', 'மீனாட்சி', 'அம்மன்', 'தான்', 'அந்த', 'அம்மா']",உண்மையில் மீனாட்சி அம்மன் தான் அந்த அம்மா
இப்பேர்ப்பட்ட பிராமண பெருமக்களைத்தான் இந்த போலி எச்சை திராவிடர்கள் கொடுமை படுத்தினார்கள்இன்றைக்கு வரை அக்கொடுமையை செய்துகொண்டிருக்கின்றனர் எச்சை திராவிடம்திக திமுக விசிக ககம்யூனிஸ்ட்,-1,"['இப்பேர்ப்பட்ட', 'பிராமண', 'பெருமக்களைத்தான்', 'இந்த', 'போலி', 'எச்சை', 'திராவிடர்கள்', 'கொடுமை', 'படுத்தினார்கள்இன்றைக்கு', 'வரை', 'அக்கொடுமையை', 'செய்துகொண்டிருக்கின்றனர்', 'எச்சை', 'திராவிடம்திக', 'திமுக', 'விசிக', 'ககம்யூனிஸ்ட்']","['இப்பேர்ப்பட்ட', 'பிராமண', 'பெருமக்களைத்தான்', 'இந்த', 'போலி', 'எச்சை', 'திராவிடர்கள்', 'கொடுமை', 'படுத்தினார்கள்இன்றைக்கு', 'வரை', 'அக்கொடுமையை', 'செய்துகொண்டிருக்கின்றனர்', 'எச்சை', 'திராவிடம்திக', 'திமுக', 'விசிக', 'ககம்யூனிஸ்ட்']",இப்பேர்ப்பட்ட பிராமண பெருமக்களைத்தான் இந்த போலி எச்சை திராவிடர்கள் கொடுமை படுத்தினார்கள்இன்றைக்கு வரை அக்கொடுமையை செய்துகொண்டிருக்கின்றனர் எச்சை திராவிடம்திக திமுக விசிக ககம்யூனிஸ்ட்
நீங்கவெள்ளிக்கிழமை அந்த அன்னபூரணி அம்மாவையும் பேட்டி எடுத்துட்டு வாங்க,-1,"['நீங்கவெள்ளிக்கிழமை', 'அந்த', 'அன்னபூரணி', 'அம்மாவையும்', 'பேட்டி', 'எடுத்துட்டு', 'வாங்க']","['நீங்கவெள்ளிக்கிழமை', 'அந்த', 'அன்னபூரணி', 'அம்மாவையும்', 'பேட்டி', 'எடுத்துட்டு', 'வாங்க']",நீங்கவெள்ளிக்கிழமை அந்த அன்னபூரணி அம்மாவையும் பேட்டி எடுத்துட்டு வாங்க
உண்மையான உழைப்பு எப்பொழுதும் பணம் தரும் பூரி பார்சலில் கட்டும்போது மசாலா மிகவும் குறைவாக வைத்து கட்டுகிறார் தேங்காய் சட்டியின் குறைவாக வைக்கிறார் சாப்பிடுவதற்கு தொட்டுக் கொள்ளபத்தாது,-1,"['உண்மையான', 'உழைப்பு', 'எப்பொழுதும்', 'பணம்', 'தரும்', 'பூரி', 'பார்சலில்', 'கட்டும்போது', 'மசாலா', 'மிகவும்', 'குறைவாக', 'வைத்து', 'கட்டுகிறார்', 'தேங்காய்', 'சட்டியின்', 'குறைவாக', 'வைக்கிறார்', 'சாப்பிடுவதற்கு', 'தொட்டுக்', 'கொள்ளபத்தாது']","['உண்மையான', 'உழைப்பு', 'எப்பொழுதும்', 'பணம்', 'தரும்', 'பூரி', 'பார்சலில்', 'கட்டும்போது', 'மசாலா', 'மிகவும்', 'குறைவாக', 'வைத்து', 'கட்டுகிறார்', 'தேங்காய்', 'சட்டியின்', 'குறைவாக', 'வைக்கிறார்', 'சாப்பிடுவதற்கு', 'தொட்டுக்', 'கொள்ளபத்தாது']",உண்மையான உழைப்பு எப்பொழுதும் பணம் தரும் பூரி பார்சலில் கட்டும்போது மசாலா மிகவும் குறைவாக வைத்து கட்டுகிறார் தேங்காய் சட்டியின் குறைவாக வைக்கிறார் சாப்பிடுவதற்கு தொட்டுக் கொள்ளபத்தாது
ஏலே என்பது கொச்சை வார்த்தை அல்ல இலக்கிய வார்த்தை ஏலே இளங்கிளியே இன்னும் உறங்குதியோ  திருப்பாவை,-1,"['ஏலே', 'என்பது', 'கொச்சை', 'வார்த்தை', 'அல்ல', 'இலக்கிய', 'வார்த்தை', 'ஏலே', 'இளங்கிளியே', 'இன்னும்', 'உறங்குதியோ', 'திருப்பாவை']","['ஏலே', 'என்பது', 'கொச்சை', 'வார்த்தை', 'அல்ல', 'இலக்கிய', 'வார்த்தை', 'ஏலே', 'இளங்கிளியே', 'இன்னும்', 'உறங்குதியோ', 'திருப்பாவை']",ஏலே என்பது கொச்சை வார்த்தை அல்ல இலக்கிய வார்த்தை ஏலே இளங்கிளியே இன்னும் உறங்குதியோ திருப்பாவை
திருநெல்வேலியில்    தென்மாவட்டம் ஹீரோ அண்ணன் ராக்கெட் ராஜா அவர்கள் திருநெல்வேலியில் அண்ணன் அவர்கள் தான்,1,"['திருநெல்வேலியில்', 'தென்மாவட்டம்', 'ஹீரோ', 'அண்ணன்', 'ராக்கெட்', 'ராஜா', 'அவர்கள்', 'திருநெல்வேலியில்', 'அண்ணன்', 'அவர்கள்', 'தான்']","['திருநெல்வேலியில்', 'தென்மாவட்டம்', 'ஹீரோ', 'அண்ணன்', 'ராக்கெட்', 'ராஜா', 'அவர்கள்', 'திருநெல்வேலியில்', 'அண்ணன்', 'அவர்கள்', 'தான்']",திருநெல்வேலியில் தென்மாவட்டம் ஹீரோ அண்ணன் ராக்கெட் ராஜா அவர்கள் திருநெல்வேலியில் அண்ணன் அவர்கள் தான்
சென்னையை நடுங்கும் திருநெல்வேலி ஊர்க்கார அண்ணா,1,"['சென்னையை', 'நடுங்கும்', 'திருநெல்வேலி', 'ஊர்க்கார', 'அண்ணா']","['சென்னையை', 'நடுங்கும்', 'திருநெல்வேலி', 'ஊர்க்கார', 'அண்ணா']",சென்னையை நடுங்கும் திருநெல்வேலி ஊர்க்கார அண்ணா
திருநெல்வேலி ல,1,"['திருநெல்வேலி', 'ல']","['திருநெல்வேலி', 'ல']",திருநெல்வேலி ல
"திருநெல்வேலி எங்களுக்கு அடையாளம்
நாங்க திருநெல்வேலிக்கே அடையாளம்",1,"['திருநெல்வேலி', 'எங்களுக்கு', 'அடையாளம்', 'நாங்க', 'திருநெல்வேலிக்கே', 'அடையாளம்']","['திருநெல்வேலி', 'எங்களுக்கு', 'அடையாளம்', 'நாங்க', 'திருநெல்வேலிக்கே', 'அடையாளம்']",திருநெல்வேலி எங்களுக்கு அடையாளம் நாங்க திருநெல்வேலிக்கே அடையாளம்
நான் மதுரைகாரன் எனக்கு நெல்லைனா தெரிந்ததுஜாதி கலவரங்களின் தலைநகரம் நெல்லை,-1,"['நான்', 'மதுரைகாரன்', 'எனக்கு', 'நெல்லைனா', 'தெரிந்ததுஜாதி', 'கலவரங்களின்', 'தலைநகரம்', 'நெல்லை']","['மதுரைகாரன்', 'எனக்கு', 'நெல்லைனா', 'தெரிந்ததுஜாதி', 'கலவரங்களின்', 'தலைநகரம்', 'நெல்லை']",மதுரைகாரன் எனக்கு நெல்லைனா தெரிந்ததுஜாதி கலவரங்களின் தலைநகரம் நெல்லை
திருநெல்வேலி வந்தாலே உங்களே வரவேற்க எங்க அய்யா காமராஜர் காமராஜர் கம்பிரமாய் நீப்பாங்க வரவேர்பதற்கு,1,"['திருநெல்வேலி', 'வந்தாலே', 'உங்களே', 'வரவேற்க', 'எங்க', 'அய்யா', 'காமராஜர்', 'காமராஜர்', 'கம்பிரமாய்', 'நீப்பாங்க', 'வரவேர்பதற்கு']","['திருநெல்வேலி', 'வந்தாலே', 'உங்களே', 'வரவேற்க', 'எங்க', 'அய்யா', 'காமராஜர்', 'காமராஜர்', 'கம்பிரமாய்', 'நீப்பாங்க', 'வரவேர்பதற்கு']",திருநெல்வேலி வந்தாலே உங்களே வரவேற்க எங்க அய்யா காமராஜர் காமராஜர் கம்பிரமாய் நீப்பாங்க வரவேர்பதற்கு
நான் தஞ்சை மாவட்டம் எனக்கு தெரிஞ்சி சென்னை பசங்க மாதிரி யாரும் பழகமுடியாது சென்னை பசங்கள்ளுக்கு ஜாதி மதம் இது எதுவுமே தெரியாது நண்பன்னுக்காக எதையும் செய்வாங்க,-1,"['நான்', 'தஞ்சை', 'மாவட்டம்', 'எனக்கு', 'தெரிஞ்சி', 'சென்னை', 'பசங்க', 'மாதிரி', 'யாரும்', 'பழகமுடியாது', 'சென்னை', 'பசங்கள்ளுக்கு', 'ஜாதி', 'மதம்', 'இது', 'எதுவுமே', 'தெரியாது', 'நண்பன்னுக்காக', 'எதையும்', 'செய்வாங்க']","['தஞ்சை', 'மாவட்டம்', 'எனக்கு', 'தெரிஞ்சி', 'சென்னை', 'பசங்க', 'மாதிரி', 'யாரும்', 'பழகமுடியாது', 'சென்னை', 'பசங்கள்ளுக்கு', 'ஜாதி', 'மதம்', 'எதுவுமே', 'தெரியாது', 'நண்பன்னுக்காக', 'எதையும்', 'செய்வாங்க']",தஞ்சை மாவட்டம் எனக்கு தெரிஞ்சி சென்னை பசங்க மாதிரி யாரும் பழகமுடியாது சென்னை பசங்கள்ளுக்கு ஜாதி மதம் எதுவுமே தெரியாது நண்பன்னுக்காக எதையும் செய்வாங்க
நீங்க திருநெல்வேலி வந்து பழகி பாருங்க வராம நீங்க பேசினா எப்படி பழகி பாருங்க அதுக்கு பிறகு உங்களுக்கு புரியும் சகோ,1,"['நீங்க', 'திருநெல்வேலி', 'வந்து', 'பழகி', 'பாருங்க', 'வராம', 'நீங்க', 'பேசினா', 'எப்படி', 'பழகி', 'பாருங்க', 'அதுக்கு', 'பிறகு', 'உங்களுக்கு', 'புரியும்', 'சகோ']","['நீங்க', 'திருநெல்வேலி', 'வந்து', 'பழகி', 'பாருங்க', 'வராம', 'நீங்க', 'பேசினா', 'எப்படி', 'பழகி', 'பாருங்க', 'அதுக்கு', 'பிறகு', 'உங்களுக்கு', 'புரியும்', 'சகோ']",நீங்க திருநெல்வேலி வந்து பழகி பாருங்க வராம நீங்க பேசினா எப்படி பழகி பாருங்க அதுக்கு பிறகு உங்களுக்கு புரியும் சகோ
எம் ஊரை தலைநகரம் பேசும் போது பெருமை கொள்கிறேன்,1,"['எம்', 'ஊரை', 'தலைநகரம்', 'பேசும்', 'போது', 'பெருமை', 'கொள்கிறேன்']","['எம்', 'ஊரை', 'தலைநகரம்', 'பேசும்', 'போது', 'பெருமை', 'கொள்கிறேன்']",எம் ஊரை தலைநகரம் பேசும் போது பெருமை கொள்கிறேன்
திருநெல்வேலி காரன் மேலே உண்மை யான அன்பு வைத்தால் உயிர் ஐ கூட கொடுப்போம் ல மாமே மாப்ள எழு,-1,"['திருநெல்வேலி', 'காரன்', 'மேலே', 'உண்மை', 'யான', 'அன்பு', 'வைத்தால்', 'உயிர்', 'ஐ', 'கூட', 'கொடுப்போம்', 'ல', 'மாமே', 'மாப்ள', 'எழு']","['திருநெல்வேலி', 'காரன்', 'மேலே', 'உண்மை', 'யான', 'அன்பு', 'வைத்தால்', 'உயிர்', 'ஐ', 'கூட', 'கொடுப்போம்', 'ல', 'மாமே', 'மாப்ள', 'எழு']",திருநெல்வேலி காரன் மேலே உண்மை யான அன்பு வைத்தால் உயிர் ஐ கூட கொடுப்போம் ல மாமே மாப்ள எழு
திருநெல்வேலி இது வீரம் வீலைஞ்ச மண்ணு,1,"['திருநெல்வேலி', 'இது', 'வீரம்', 'வீலைஞ்ச', 'மண்ணு']","['திருநெல்வேலி', 'வீரம்', 'வீலைஞ்ச', 'மண்ணு']",திருநெல்வேலி வீரம் வீலைஞ்ச மண்ணு
நன்றி,1,['நன்றி'],['நன்றி'],நன்றி
டேய் முட்டா கூதி வரலாறு உள்ள மதுரைக்கு வந்து பேட்டி எடுடா,-1,"['டேய்', 'முட்டா', 'கூதி', 'வரலாறு', 'உள்ள', 'மதுரைக்கு', 'வந்து', 'பேட்டி', 'எடுடா']","['டேய்', 'முட்டா', 'கூதி', 'வரலாறு', 'உள்ள', 'மதுரைக்கு', 'வந்து', 'பேட்டி', 'எடுடா']",டேய் முட்டா கூதி வரலாறு உள்ள மதுரைக்கு வந்து பேட்டி எடுடா
டேய் மதுரை பாசத்துக்கும் வீரத்துக்கும் பேர்போன ஊரு டா  மதுரைக்கு அப்புறம் தாண்ட வேற எல்லாம்,-1,"['டேய்', 'மதுரை', 'பாசத்துக்கும்', 'வீரத்துக்கும்', 'பேர்போன', 'ஊரு', 'டா', 'மதுரைக்கு', 'அப்புறம்', 'தாண்ட', 'வேற', 'எல்லாம்']","['டேய்', 'மதுரை', 'பாசத்துக்கும்', 'வீரத்துக்கும்', 'பேர்போன', 'ஊரு', 'டா', 'மதுரைக்கு', 'அப்புறம்', 'தாண்ட', 'வேற', 'எல்லாம்']",டேய் மதுரை பாசத்துக்கும் வீரத்துக்கும் பேர்போன ஊரு டா மதுரைக்கு அப்புறம் தாண்ட வேற எல்லாம்
சகோ திருநெல்வேலி பத்தி தான் பேசிட்டு இருக்காங்க மதுரை பத்தி பேசல அவங்க வாயிலே வருது திருநெல்வேலி தான்னு இதிலேயே தெரியலையா உங்களுக்கு திருநெல்வேலி தான் கெத்து,-1,"['சகோ', 'திருநெல்வேலி', 'பத்தி', 'தான்', 'பேசிட்டு', 'இருக்காங்க', 'மதுரை', 'பத்தி', 'பேசல', 'அவங்க', 'வாயிலே', 'வருது', 'திருநெல்வேலி', 'தான்னு', 'இதிலேயே', 'தெரியலையா', 'உங்களுக்கு', 'திருநெல்வேலி', 'தான்', 'கெத்து']","['சகோ', 'திருநெல்வேலி', 'பத்தி', 'தான்', 'பேசிட்டு', 'இருக்காங்க', 'மதுரை', 'பத்தி', 'பேசல', 'அவங்க', 'வாயிலே', 'வருது', 'திருநெல்வேலி', 'தான்னு', 'இதிலேயே', 'தெரியலையா', 'உங்களுக்கு', 'திருநெல்வேலி', 'தான்', 'கெத்து']",சகோ திருநெல்வேலி பத்தி தான் பேசிட்டு இருக்காங்க மதுரை பத்தி பேசல அவங்க வாயிலே வருது திருநெல்வேலி தான்னு இதிலேயே தெரியலையா உங்களுக்கு திருநெல்வேலி தான் கெத்து
கல்கத்தாவில் திருநெல்வேலிகாரன் என்று சொன்னேன் அது ஒரு டேன்ஜரஸ் இடம் சொன்னான் ஒரு ஆள்,-1,"['கல்கத்தாவில்', 'திருநெல்வேலிகாரன்', 'என்று', 'சொன்னேன்', 'அது', 'ஒரு', 'டேன்ஜரஸ்', 'இடம்', 'சொன்னான்', 'ஒரு', 'ஆள்']","['கல்கத்தாவில்', 'திருநெல்வேலிகாரன்', 'சொன்னேன்', 'அது', 'டேன்ஜரஸ்', 'இடம்', 'சொன்னான்', 'ஆள்']",கல்கத்தாவில் திருநெல்வேலிகாரன் சொன்னேன் அது டேன்ஜரஸ் இடம் சொன்னான் ஆள்
பகைத்து மட்டும் விடாதே ல நண்பா படைத்தவனே  வந்தாலும் படம் ஒடாது,-1,"['பகைத்து', 'மட்டும்', 'விடாதே', 'ல', 'நண்பா', 'படைத்தவனே', 'வந்தாலும்', 'படம்', 'ஒடாது']","['பகைத்து', 'மட்டும்', 'விடாதே', 'ல', 'நண்பா', 'படைத்தவனே', 'வந்தாலும்', 'படம்', 'ஒடாது']",பகைத்து மட்டும் விடாதே ல நண்பா படைத்தவனே வந்தாலும் படம் ஒடாது
நெல்லை கோனார்,-1,"['நெல்லை', 'கோனார்']","['நெல்லை', 'கோனார்']",நெல்லை கோனார்
எங்களுக்கு அன்பா பேசுனா அல்வா கொடுக்கவும் தெரியும் வம்பா பேசுனா அரிவாள் எடுக்கவும் தெரியும் திருநெல்வேலி காரண் டா,1,"['எங்களுக்கு', 'அன்பா', 'பேசுனா', 'அல்வா', 'கொடுக்கவும்', 'தெரியும்', 'வம்பா', 'பேசுனா', 'அரிவாள்', 'எடுக்கவும்', 'தெரியும்', 'திருநெல்வேலி', 'காரண்', 'டா']","['எங்களுக்கு', 'அன்பா', 'பேசுனா', 'அல்வா', 'கொடுக்கவும்', 'தெரியும்', 'வம்பா', 'பேசுனா', 'அரிவாள்', 'எடுக்கவும்', 'தெரியும்', 'திருநெல்வேலி', 'காரண்', 'டா']",எங்களுக்கு அன்பா பேசுனா அல்வா கொடுக்கவும் தெரியும் வம்பா பேசுனா அரிவாள் எடுக்கவும் தெரியும் திருநெல்வேலி காரண் டா
நெல்லை சீமை,1,"['நெல்லை', 'சீமை']","['நெல்லை', 'சீமை']",நெல்லை சீமை
உயிரை விட மானம் பெரிதென வாழும் திருநெல்வேலி காரன்,1,"['உயிரை', 'விட', 'மானம்', 'பெரிதென', 'வாழும்', 'திருநெல்வேலி', 'காரன்']","['உயிரை', 'விட', 'மானம்', 'பெரிதென', 'வாழும்', 'திருநெல்வேலி', 'காரன்']",உயிரை விட மானம் பெரிதென வாழும் திருநெல்வேலி காரன்
திருநெல்வேலி ரவுடி ரைடர்ஸ்  திருநெல்வேலி தான் எங்களுக்கு அடையாளம் திருநெல்வேலி க்கே நாங்க தான் அடையாளம்,1,"['திருநெல்வேலி', 'ரவுடி', 'ரைடர்ஸ்', 'திருநெல்வேலி', 'தான்', 'எங்களுக்கு', 'அடையாளம்', 'திருநெல்வேலி', 'க்கே', 'நாங்க', 'தான்', 'அடையாளம்']","['திருநெல்வேலி', 'ரவுடி', 'ரைடர்ஸ்', 'திருநெல்வேலி', 'தான்', 'எங்களுக்கு', 'அடையாளம்', 'திருநெல்வேலி', 'க்கே', 'நாங்க', 'தான்', 'அடையாளம்']",திருநெல்வேலி ரவுடி ரைடர்ஸ் திருநெல்வேலி தான் எங்களுக்கு அடையாளம் திருநெல்வேலி க்கே நாங்க தான் அடையாளம்
நெல்லை மக்கள் லைக் இட்,-1,"['நெல்லை', 'மக்கள்', 'லைக்', 'இட்']","['நெல்லை', 'மக்கள்', 'லைக்', 'இட்']",நெல்லை மக்கள் லைக் இட்
ஒரு  ஜாதி திருநெல்வேலி ல இருக்கு ஒருத்தனுக்கு ஒருத்தன் அடிச்சிக்கிருவாங்க  இதான் உண்மை,-1,"['ஒரு', 'ஜாதி', 'திருநெல்வேலி', 'ல', 'இருக்கு', 'ஒருத்தனுக்கு', 'ஒருத்தன்', 'அடிச்சிக்கிருவாங்க', 'இதான்', 'உண்மை']","['ஜாதி', 'திருநெல்வேலி', 'ல', 'இருக்கு', 'ஒருத்தனுக்கு', 'ஒருத்தன்', 'அடிச்சிக்கிருவாங்க', 'இதான்', 'உண்மை']",ஜாதி திருநெல்வேலி ல இருக்கு ஒருத்தனுக்கு ஒருத்தன் அடிச்சிக்கிருவாங்க இதான் உண்மை
திருநெல்வேலினாளே  கராத்தே செல்வின் நாடார் ராக்கெட் ராஜா  தான்,1,"['திருநெல்வேலினாளே', 'கராத்தே', 'செல்வின்', 'நாடார்', 'ராக்கெட்', 'ராஜா', 'தான்']","['திருநெல்வேலினாளே', 'கராத்தே', 'செல்வின்', 'நாடார்', 'ராக்கெட்', 'ராஜா', 'தான்']",திருநெல்வேலினாளே கராத்தே செல்வின் நாடார் ராக்கெட் ராஜா தான்
திருநெல்வேலி மாஸ்ஸ்ஸ்ஸ்ஸ் பொண்ணு,1,"['திருநெல்வேலி', 'மாஸ்ஸ்ஸ்ஸ்ஸ்', 'பொண்ணு']","['திருநெல்வேலி', 'மாஸ்ஸ்ஸ்ஸ்ஸ்', 'பொண்ணு']",திருநெல்வேலி மாஸ்ஸ்ஸ்ஸ்ஸ் பொண்ணு
ஏலே,0,['ஏலே'],['ஏலே'],ஏலே
ஏலே தான் திருநெல்வேலிக்கு அடையாளம் திருநெல்வேலிக்கே நாடார்தாம்லே அடையாளம்,-1,"['ஏலே', 'தான்', 'திருநெல்வேலிக்கு', 'அடையாளம்', 'திருநெல்வேலிக்கே', 'நாடார்தாம்லே', 'அடையாளம்']","['ஏலே', 'தான்', 'திருநெல்வேலிக்கு', 'அடையாளம்', 'திருநெல்வேலிக்கே', 'நாடார்தாம்லே', 'அடையாளம்']",ஏலே தான் திருநெல்வேலிக்கு அடையாளம் திருநெல்வேலிக்கே நாடார்தாம்லே அடையாளம்
திருநெல்வேலி நாடார்லே,1,"['திருநெல்வேலி', 'நாடார்லே']","['திருநெல்வேலி', 'நாடார்லே']",திருநெல்வேலி நாடார்லே
திருநெல்வேலி நாலே ௭ங்க ௮ன்னண் செல்வின் நாடார் தான்,1,"['திருநெல்வேலி', 'நாலே', '௭ங்க', '௮ன்னண்', 'செல்வின்', 'நாடார்', 'தான்']","['திருநெல்வேலி', 'நாலே', '௭ங்க', '௮ன்னண்', 'செல்வின்', 'நாடார்', 'தான்']",திருநெல்வேலி நாலே ௭ங்க ௮ன்னண் செல்வின் நாடார் தான்
மூத்திர ரசம் இலவசம்,0,"['மூத்திர', 'ரசம்', 'இலவசம்']","['மூத்திர', 'ரசம்', 'இலவசம்']",மூத்திர ரசம் இலவசம்
பொங்கல் விலை ரூ அளவு கோவிலில் கொடுக்கும் பிரசாதத்தை விட குறைவாக இருக்கும்,-1,"['பொங்கல்', 'விலை', 'ரூ', 'அளவு', 'கோவிலில்', 'கொடுக்கும்', 'பிரசாதத்தை', 'விட', 'குறைவாக', 'இருக்கும்']","['பொங்கல்', 'விலை', 'ரூ', 'அளவு', 'கோவிலில்', 'கொடுக்கும்', 'பிரசாதத்தை', 'விட', 'குறைவாக', 'இருக்கும்']",பொங்கல் விலை ரூ அளவு கோவிலில் கொடுக்கும் பிரசாதத்தை விட குறைவாக இருக்கும்
